,id,age,category,category_type,semantic_field,network,n,m,c,pl,ed,d
32,45,92.01,foods,taxonomic,food_field,nrw,35,47,0.040952380952380955,4.6236734693877555,0.07899159663865546,2.6857142857142855
33,46,94.28,foods,taxonomic,food_field,nrw,14,16,0.05952380952380952,3.2244897959183674,0.17582417582417584,2.2857142857142856
34,47,68.15,foods,taxonomic,food_field,nrw,33,35,0.0404040404040404,7.169880624426079,0.06628787878787878,2.121212121212121
35,48,65.28,foods,taxonomic,food_field,nrw,19,19,0.0,3.9002770083102494,0.1111111111111111,2.0
36,49,65.28,foods,taxonomic,food_field,nrw,8,10,0.4375,2.125,0.35714285714285715,2.5
0,7,92.3,foods,taxonomic,food_field,u-invite,31,34,0.043010752688172046,5.8772112382934445,0.07311827956989247,2.193548387096774
1,8,75.18,foods,taxonomic,food_field,u-invite,20,22,0.0,3.265,0.11578947368421053,2.2
2,9,89.02,foods,taxonomic,food_field,u-invite,20,28,0.04833333333333333,2.905,0.14736842105263157,2.8
3,10,64.24,foods,taxonomic,food_field,u-invite,14,16,0.07142857142857142,2.704081632653061,0.17582417582417584,2.2857142857142856
4,11,76.15,foods,taxonomic,food_field,u-invite,19,24,0.17543859649122806,3.257617728531856,0.14035087719298245,2.526315789473684
5,12,74.28,foods,taxonomic,food_field,u-invite,15,16,0.0,3.3777777777777778,0.1523809523809524,2.2666666666666666
6,13,60.12,foods,taxonomic,food_field,u-invite,13,18,0.15897435897435896,2.106508875739645,0.23076923076923078,2.769230769230769
7,14,96.3,foods,taxonomic,food_field,u-invite,27,33,0.020987654320987655,5.264746227709191,0.09401709401709402,2.4074074074074074
8,15,95.22,foods,taxonomic,food_field,u-invite,25,29,0.055999999999999994,4.0832,0.09666666666666666,2.32
9,18,82.27,foods,taxonomic,food_field,u-invite,22,25,0.0,4.210743801652892,0.10822510822510822,2.272727272727273
10,19,84.25,foods,taxonomic,food_field,u-invite,24,30,0.1125,3.9409722222222223,0.10869565217391304,2.5
11,20,68.1,foods,taxonomic,food_field,u-invite,14,14,0.0,2.9489795918367347,0.15384615384615385,2.0
12,21,74.26,foods,taxonomic,food_field,u-invite,12,19,0.21031746031746032,1.9305555555555556,0.2878787878787879,3.1666666666666665
13,22,84.1,foods,taxonomic,food_field,u-invite,19,27,0.11754385964912281,2.886426592797784,0.15789473684210525,2.8947368421052633
14,23,71.03,foods,taxonomic,food_field,u-invite,14,14,0.0,3.704081632653061,0.15384615384615385,2.0
15,24,102.17,foods,taxonomic,food_field,u-invite,27,30,0.0,4.949245541838135,0.08547008547008547,2.2222222222222223
16,25,64.18,foods,taxonomic,food_field,u-invite,11,11,0.0,3.3388429752066116,0.2,2.0
17,26,80.01,foods,taxonomic,food_field,u-invite,9,8,0.0,2.814814814814815,0.2222222222222222,1.7777777777777777
18,28,68.21,foods,taxonomic,food_field,u-invite,17,18,0.0,3.792387543252595,0.1323529411764706,2.1176470588235294
19,29,98.09,foods,taxonomic,food_field,u-invite,23,26,0.023809523809523808,3.444234404536862,0.10276679841897234,2.3043478260869565
20,30,81.17,foods,taxonomic,food_field,u-invite,25,30,0.05333333333333333,5.2,0.1,2.4
21,31,106.28,foods,taxonomic,food_field,u-invite,24,28,0.04583333333333333,3.4791666666666665,0.10144927536231885,2.3333333333333335
22,32,77.05,foods,taxonomic,food_field,u-invite,19,18,0.0,5.152354570637119,0.10526315789473684,1.894736842105263
23,35,98.17,foods,taxonomic,food_field,u-invite,23,28,0.07971014492753623,4.2759924385633274,0.11067193675889328,2.4782608695652173
24,36,66.19,foods,taxonomic,food_field,u-invite,15,21,0.05555555555555555,2.391111111111111,0.2,2.8
25,37,98.03,foods,taxonomic,food_field,u-invite,23,26,0.0,3.667296786389414,0.10276679841897234,2.260869565217391
26,38,73.27,foods,taxonomic,food_field,u-invite,19,23,0.0649122807017544,2.8365650969529086,0.13450292397660818,2.4210526315789473
27,40,86.19,foods,taxonomic,food_field,u-invite,30,39,0.12777777777777774,4.257777777777778,0.0896551724137931,2.6
28,41,80.06,foods,taxonomic,food_field,u-invite,29,33,0.07060755336617405,4.497027348394768,0.0812807881773399,2.310344827586207
29,42,79.0,foods,taxonomic,food_field,u-invite,18,23,0.06481481481481483,2.9753086419753085,0.1503267973856209,2.611111111111111
30,43,106.08,foods,taxonomic,food_field,u-invite,37,47,0.02882882882882883,4.033601168736304,0.07057057057057058,2.5405405405405403
31,44,64.16,foods,taxonomic,food_field,u-invite,24,30,0.13214285714285715,3.548611111111111,0.10869565217391304,2.5
32,45,92.01,foods,taxonomic,food_field,u-invite,35,48,0.1076190476190476,4.612244897959184,0.08067226890756303,2.7142857142857144
33,46,94.28,foods,taxonomic,food_field,u-invite,14,16,0.05952380952380952,3.2244897959183674,0.17582417582417584,2.2857142857142856
34,47,68.15,foods,taxonomic,food_field,u-invite,33,35,0.0404040404040404,7.169880624426079,0.06628787878787878,2.121212121212121
35,48,65.28,foods,taxonomic,food_field,u-invite,19,19,0.0,3.9002770083102494,0.1111111111111111,2.0
36,49,65.28,foods,taxonomic,food_field,u-invite,8,7,0.0,2.46875,0.25,2.125
0,7,92.3,foods,taxonomic,food_field,esn,26,36,0.23974358974358972,2.831967213114754,0.11076923076923077,2.3636363636363638
1,8,75.18,foods,taxonomic,food_field,esn,16,14,0.12291666666666666,1.4047619047619047,0.11666666666666667,2.0714285714285716
2,9,89.02,foods,taxonomic,food_field,esn,18,26,0.31997354497354497,2.2017543859649122,0.16993464052287582,2.8275862068965516
3,10,64.24,foods,taxonomic,food_field,esn,14,49,0.8113168577454292,1.3571428571428572,0.5384615384615384,3.857142857142857
4,11,76.15,foods,taxonomic,food_field,esn,17,21,0.29215686274509806,2.277456647398844,0.15441176470588236,2.5090909090909093
5,12,74.28,foods,taxonomic,food_field,esn,12,9,0.5,0.8947368421052632,0.13636363636363635,2.0476190476190474
6,13,60.12,foods,taxonomic,food_field,esn,12,11,0.29444444444444445,2.3333333333333335,0.16666666666666666,2.473684210526316
7,14,96.3,foods,taxonomic,food_field,esn,25,50,0.5101587301587301,2.1303370786516855,0.16666666666666666,2.911392405063291
8,15,95.22,foods,taxonomic,food_field,esn,23,61,0.5860499403977666,2.156701030927835,0.24110671936758893,3.26027397260274
9,18,82.27,foods,taxonomic,food_field,esn,19,23,0.243859649122807,2.099502487562189,0.13450292397660818,2.3174603174603177
10,19,84.25,foods,taxonomic,food_field,esn,23,58,0.5569344338525923,1.7369727047146402,0.22924901185770752,3.323943661971831
11,20,68.1,foods,taxonomic,food_field,esn,12,2,0.0,0.25,0.030303030303030304,1.5
12,21,74.26,foods,taxonomic,food_field,esn,12,18,0.4138888888888888,1.5294117647058822,0.2727272727272727,3.111111111111111
13,22,84.1,foods,taxonomic,food_field,esn,18,37,0.3781305114638448,2.0555555555555554,0.24183006535947713,3.2857142857142856
14,23,71.03,foods,taxonomic,food_field,esn,8,6,0.0,2.0,0.21428571428571427,1.8888888888888888
15,24,102.17,foods,taxonomic,food_field,esn,23,56,0.6658131368489425,1.8600451467268624,0.22134387351778656,3.012987012987013
16,25,64.18,foods,taxonomic,food_field,esn,7,3,0.42857142857142855,0.46153846153846156,0.14285714285714285,1.7241379310344827
17,26,80.01,foods,taxonomic,food_field,esn,7,3,0.0,1.0526315789473684,0.14285714285714285,1.52
18,28,68.21,foods,taxonomic,food_field,esn,12,7,0.19444444444444445,0.8125,0.10606060606060606,1.8695652173913044
19,29,98.09,foods,taxonomic,food_field,esn,20,29,0.5289743589743591,1.876923076923077,0.15263157894736842,2.484848484848485
20,30,81.17,foods,taxonomic,food_field,esn,21,30,0.46654298082869516,2.1379310344827585,0.14285714285714285,2.535211267605634
21,31,106.28,foods,taxonomic,food_field,esn,17,25,0.3431372549019608,2.0100502512562812,0.18382352941176472,2.4923076923076923
22,32,77.05,foods,taxonomic,food_field,esn,16,19,0.4041666666666666,2.4302325581395348,0.15833333333333333,2.037037037037037
23,35,98.17,foods,taxonomic,food_field,esn,15,6,0.15555555555555553,0.6451612903225806,0.05714285714285714,2.0655737704918034
24,36,66.19,foods,taxonomic,food_field,esn,10,6,0.3,0.9285714285714286,0.13333333333333333,2.4
25,37,98.03,foods,taxonomic,food_field,esn,20,38,0.5378174603174602,1.7217391304347827,0.2,2.727272727272727
26,38,73.27,foods,taxonomic,food_field,esn,12,14,0.39087301587301587,1.7058823529411764,0.21212121212121213,2.4
27,40,86.19,foods,taxonomic,food_field,esn,21,53,0.54414553700268,1.7024793388429753,0.2523809523809524,3.234567901234568
28,41,80.06,foods,taxonomic,food_field,esn,16,29,0.5055059523809524,2.15929203539823,0.24166666666666667,2.5945945945945947
29,42,79.0,foods,taxonomic,food_field,esn,24,60,0.6140441530147412,1.7702702702702702,0.21739130434782608,3.566666666666667
30,43,106.08,foods,taxonomic,food_field,esn,24,35,0.4380952380952381,2.2484848484848485,0.12681159420289856,2.63265306122449
31,44,64.16,foods,taxonomic,food_field,esn,17,22,0.3179271708683474,2.218905472636816,0.16176470588235295,2.523076923076923
32,45,92.01,foods,taxonomic,food_field,esn,33,76,0.464061864061864,2.106194690265487,0.14393939393939395,3.320388349514563
33,46,94.28,foods,taxonomic,food_field,esn,21,35,0.42392290249433107,2.2258953168044076,0.16666666666666666,2.7346938775510203
34,47,68.15,foods,taxonomic,food_field,esn,25,63,0.49923720723720727,1.9507186858316221,0.21,2.923076923076923
35,48,65.28,foods,taxonomic,food_field,esn,11,8,0.0,1.8305084745762712,0.14545454545454545,1.8775510204081634
36,49,65.28,foods,taxonomic,food_field,esn,21,29,0.4682539682539682,2.623574144486692,0.1380952380952381,2.4864864864864864
0,7,92.3,zoo,thematic,animal_field,nrw,29,31,0.028735632183908042,5.802615933412604,0.07635467980295567,2.1379310344827585
1,8,75.18,zoo,thematic,animal_field,nrw,16,19,0.0,3.0078125,0.15833333333333333,2.375
2,9,89.02,zoo,thematic,animal_field,nrw,16,25,0.0875,2.2890625,0.20833333333333334,3.125
3,10,64.24,zoo,thematic,animal_field,nrw,14,17,0.054761904761904755,2.3979591836734695,0.18681318681318682,2.4285714285714284
4,11,76.15,zoo,thematic,animal_field,nrw,34,37,0.022549019607843137,4.749134948096886,0.0659536541889483,2.176470588235294
5,12,74.28,zoo,thematic,animal_field,nrw,5,6,0.6,1.12,0.6,2.4
6,13,60.12,zoo,thematic,animal_field,nrw,16,18,0.10416666666666666,3.859375,0.15,2.25
7,14,96.3,zoo,thematic,animal_field,nrw,17,22,0.06862745098039215,2.865051903114187,0.16176470588235295,2.588235294117647
8,15,95.22,zoo,thematic,animal_field,nrw,26,30,0.0641025641025641,4.600591715976331,0.09230769230769231,2.3076923076923075
9,18,82.27,zoo,thematic,animal_field,nrw,16,20,0.075,2.5078125,0.16666666666666666,2.5
10,19,84.25,zoo,thematic,animal_field,nrw,19,26,0.07017543859649122,2.89196675900277,0.15204678362573099,2.736842105263158
11,20,68.1,zoo,thematic,animal_field,nrw,24,26,0.0,4.267361111111111,0.09420289855072464,2.1666666666666665
12,21,74.26,zoo,thematic,animal_field,nrw,13,16,0.0,2.591715976331361,0.20512820512820512,2.4615384615384617
13,22,84.1,zoo,thematic,animal_field,nrw,14,18,0.047619047619047616,2.673469387755102,0.1978021978021978,2.5714285714285716
14,23,71.03,zoo,thematic,animal_field,nrw,13,15,0.22051282051282048,2.7337278106508878,0.19230769230769232,2.3076923076923075
15,24,102.17,zoo,thematic,animal_field,nrw,20,22,0.0,3.79,0.11578947368421053,2.2
16,25,64.18,zoo,thematic,animal_field,nrw,5,5,0.0,1.28,0.5,2.0
17,26,80.01,zoo,thematic,animal_field,nrw,14,14,0.1547619047619048,2.1,0.15384615384615385,2.0
18,28,68.21,zoo,thematic,animal_field,nrw,13,12,0.16666666666666669,3.008,0.15384615384615385,1.8461538461538463
19,29,98.09,zoo,thematic,animal_field,nrw,25,27,0.0,4.3104,0.09,2.16
20,30,81.17,zoo,thematic,animal_field,nrw,15,24,0.2650793650793651,2.0444444444444443,0.22857142857142856,3.2
21,31,106.28,zoo,thematic,animal_field,nrw,12,16,0.3055555555555556,2.0833333333333335,0.24242424242424243,2.6666666666666665
22,32,77.05,zoo,thematic,animal_field,nrw,15,22,0.13333333333333333,2.1244444444444444,0.20952380952380953,2.933333333333333
23,35,98.17,zoo,thematic,animal_field,nrw,10,14,0.0,1.74,0.3111111111111111,2.8
24,36,66.19,zoo,thematic,animal_field,nrw,5,6,0.6,1.12,0.6,2.4
25,37,98.03,zoo,thematic,animal_field,nrw,15,18,0.1603174603174603,2.391111111111111,0.17142857142857143,2.4
26,38,73.27,zoo,thematic,animal_field,nrw,12,12,0.0,2.8055555555555554,0.18181818181818182,2.0
27,40,86.19,zoo,thematic,animal_field,nrw,12,24,0.4305555555555556,1.6805555555555556,0.36363636363636365,4.0
28,41,80.06,zoo,thematic,animal_field,nrw,27,33,0.018518518518518517,3.843621399176955,0.09401709401709402,2.4444444444444446
29,42,79.0,zoo,thematic,animal_field,nrw,14,24,0.09999999999999999,1.989795918367347,0.26373626373626374,3.4285714285714284
30,43,106.08,zoo,thematic,animal_field,nrw,20,32,0.06333333333333332,2.485,0.16842105263157894,3.2
31,44,64.16,zoo,thematic,animal_field,nrw,18,20,0.0,3.308641975308642,0.13071895424836602,2.2222222222222223
32,45,92.01,zoo,thematic,animal_field,nrw,12,14,0.0,2.2916666666666665,0.21212121212121213,2.3333333333333335
33,46,94.28,zoo,thematic,animal_field,nrw,15,17,0.09999999999999999,3.9644444444444447,0.1619047619047619,2.2666666666666666
34,47,68.15,zoo,thematic,animal_field,nrw,15,23,0.14,2.2044444444444444,0.21904761904761905,3.066666666666667
35,48,65.28,zoo,thematic,animal_field,nrw,14,20,0.052380952380952375,2.336734693877551,0.21978021978021978,2.857142857142857
36,49,65.28,zoo,thematic,animal_field,nrw,19,22,0.0,3.257617728531856,0.1286549707602339,2.3157894736842106
0,7,92.3,zoo,thematic,animal_field,u-invite,29,31,0.05172413793103448,6.137931034482759,0.07635467980295567,2.1379310344827585
1,8,75.18,zoo,thematic,animal_field,u-invite,16,19,0.0,3.0078125,0.15833333333333333,2.375
2,9,89.02,zoo,thematic,animal_field,u-invite,16,24,0.07291666666666666,2.375,0.2,3.0625
3,10,64.24,zoo,thematic,animal_field,u-invite,14,17,0.054761904761904755,2.3979591836734695,0.18681318681318682,2.4285714285714284
4,11,76.15,zoo,thematic,animal_field,u-invite,34,37,0.022549019607843137,4.749134948096886,0.0659536541889483,2.176470588235294
5,12,74.28,zoo,thematic,animal_field,u-invite,5,6,0.6,1.12,0.6,2.4
6,13,60.12,zoo,thematic,animal_field,u-invite,16,18,0.10416666666666666,3.859375,0.15,2.25
7,14,96.3,zoo,thematic,animal_field,u-invite,17,22,0.06862745098039215,2.865051903114187,0.16176470588235295,2.588235294117647
8,15,95.22,zoo,thematic,animal_field,u-invite,26,29,0.0,4.6301775147929,0.08923076923076922,2.269230769230769
9,18,82.27,zoo,thematic,animal_field,u-invite,16,20,0.075,2.5078125,0.16666666666666666,2.5
10,19,84.25,zoo,thematic,animal_field,u-invite,19,25,0.07017543859649122,3.0470914127423825,0.14619883040935672,2.6842105263157894
11,20,68.1,zoo,thematic,animal_field,u-invite,24,26,0.0,4.267361111111111,0.09420289855072464,2.1666666666666665
12,21,74.26,zoo,thematic,animal_field,u-invite,13,16,0.0,2.591715976331361,0.20512820512820512,2.4615384615384617
13,22,84.1,zoo,thematic,animal_field,u-invite,14,18,0.047619047619047616,2.673469387755102,0.1978021978021978,2.5714285714285716
14,23,71.03,zoo,thematic,animal_field,u-invite,13,15,0.22051282051282048,2.7337278106508878,0.19230769230769232,2.3076923076923075
15,24,102.17,zoo,thematic,animal_field,u-invite,20,22,0.0,3.79,0.11578947368421053,2.2
16,25,64.18,zoo,thematic,animal_field,u-invite,5,5,0.0,1.28,0.5,2.0
17,26,80.01,zoo,thematic,animal_field,u-invite,14,13,0.0,2.22,0.14285714285714285,1.9285714285714286
18,28,68.21,zoo,thematic,animal_field,u-invite,13,12,0.16666666666666669,3.008,0.15384615384615385,1.8461538461538463
19,29,98.09,zoo,thematic,animal_field,u-invite,25,28,0.06,4.2496,0.09333333333333334,2.2
20,30,81.17,zoo,thematic,animal_field,u-invite,15,24,0.2650793650793651,2.0444444444444443,0.22857142857142856,3.2
21,31,106.28,zoo,thematic,animal_field,u-invite,12,16,0.3055555555555556,2.0833333333333335,0.24242424242424243,2.6666666666666665
22,32,77.05,zoo,thematic,animal_field,u-invite,15,22,0.13333333333333333,2.1244444444444444,0.20952380952380953,2.933333333333333
23,35,98.17,zoo,thematic,animal_field,u-invite,10,14,0.0,1.74,0.3111111111111111,2.8
24,36,66.19,zoo,thematic,animal_field,u-invite,5,6,0.6,1.12,0.6,2.4
25,37,98.03,zoo,thematic,animal_field,u-invite,15,18,0.1603174603174603,2.391111111111111,0.17142857142857143,2.4
26,38,73.27,zoo,thematic,animal_field,u-invite,12,12,0.0,2.8055555555555554,0.18181818181818182,2.0
27,40,86.19,zoo,thematic,animal_field,u-invite,12,24,0.4305555555555556,1.6805555555555556,0.36363636363636365,4.0
28,41,80.06,zoo,thematic,animal_field,u-invite,27,33,0.018518518518518517,3.843621399176955,0.09401709401709402,2.4444444444444446
29,42,79.0,zoo,thematic,animal_field,u-invite,14,24,0.09999999999999999,1.989795918367347,0.26373626373626374,3.4285714285714284
30,43,106.08,zoo,thematic,animal_field,u-invite,20,32,0.06333333333333332,2.485,0.16842105263157894,3.2
31,44,64.16,zoo,thematic,animal_field,u-invite,18,20,0.0,3.308641975308642,0.13071895424836602,2.2222222222222223
32,45,92.01,zoo,thematic,animal_field,u-invite,12,14,0.0,2.2916666666666665,0.21212121212121213,2.3333333333333335
33,46,94.28,zoo,thematic,animal_field,u-invite,15,16,0.09999999999999999,4.0,0.1523809523809524,2.2
34,47,68.15,zoo,thematic,animal_field,u-invite,15,23,0.14,2.2044444444444444,0.21904761904761905,3.066666666666667
35,48,65.28,zoo,thematic,animal_field,u-invite,14,19,0.0,2.377551020408163,0.2087912087912088,2.7857142857142856
