,id,age,category,category_type,semantic_field,network,n,m,c,pl,ed,d
36,49,65.28,zoo,thematic,animal_field,u-invite,19,21,0.0,3.434903047091413,0.12280701754385964,2.263157894736842
0,7,92.3,zoo,thematic,animal_field,esn,28,22,0.2515306122448979,1.9833333333333334,0.0582010582010582,1.9534883720930232
1,8,75.18,zoo,thematic,animal_field,esn,14,11,0.3404761904761905,1.3714285714285714,0.12087912087912088,2.130434782608696
2,9,89.02,zoo,thematic,animal_field,esn,16,10,0.09375,1.5675675675675675,0.08333333333333333,2.4583333333333335
3,10,64.24,zoo,thematic,animal_field,esn,14,12,0.1571428571428571,2.3870967741935485,0.13186813186813187,2.1904761904761907
4,11,76.15,zoo,thematic,animal_field,esn,29,19,0.2275862068965517,2.0479041916167664,0.046798029556650245,1.9175257731958764
5,12,74.28,zoo,thematic,animal_field,esn,5,3,0.0,1.1764705882352942,0.3,2.0
6,13,60.12,zoo,thematic,animal_field,esn,9,3,0.0,0.5882352941176471,0.08333333333333333,1.9024390243902438
7,14,96.3,zoo,thematic,animal_field,esn,17,19,0.2784313725490196,1.751937984496124,0.13970588235294118,2.4705882352941178
8,15,95.22,zoo,thematic,animal_field,esn,23,41,0.3421325051759834,2.8,0.16205533596837945,2.6666666666666665
9,18,82.27,zoo,thematic,animal_field,esn,15,9,0.2,1.1764705882352942,0.08571428571428572,2.0851063829787235
10,19,84.25,zoo,thematic,animal_field,esn,18,15,0.0701058201058201,2.1149425287356323,0.09803921568627451,2.357142857142857
11,20,68.1,zoo,thematic,animal_field,esn,20,2,0.0,0.3076923076923077,0.010526315789473684,1.588235294117647
12,21,74.26,zoo,thematic,animal_field,esn,12,2,0.0,0.25,0.030303030303030304,1.7894736842105263
13,22,84.1,zoo,thematic,animal_field,esn,14,17,0.2857142857142857,1.967741935483871,0.18681318681318682,2.5238095238095237
14,23,71.03,zoo,thematic,animal_field,esn,13,8,0.19230769230769232,1.490909090909091,0.10256410256410256,1.9487179487179487
15,24,102.17,zoo,thematic,animal_field,esn,20,22,0.205,2.6575342465753424,0.11578947368421053,2.2
16,25,64.18,zoo,thematic,animal_field,esn,5,3,0.0,1.1764705882352942,0.3,1.7333333333333334
17,26,80.01,zoo,thematic,animal_field,esn,12,2,0.0,0.25,0.030303030303030304,1.45
18,28,68.21,zoo,thematic,animal_field,esn,13,15,0.36153846153846153,1.4823529411764707,0.19230769230769232,2.0
19,29,98.09,zoo,thematic,animal_field,esn,21,23,0.22936507936507936,2.207792207792208,0.10952380952380952,2.1971830985915495
20,30,81.17,zoo,thematic,animal_field,esn,14,6,0.0,1.7857142857142858,0.06593406593406594,2.4545454545454546
21,31,106.28,zoo,thematic,animal_field,esn,12,8,0.18055555555555555,1.4074074074074074,0.12121212121212122,2.2222222222222223
22,32,77.05,zoo,thematic,animal_field,esn,14,16,0.45646258503401366,1.904109589041096,0.17582417582417584,2.727272727272727
23,35,98.17,zoo,thematic,animal_field,esn,10,8,0.4966666666666667,1.1,0.17777777777777778,2.4
24,36,66.19,zoo,thematic,animal_field,esn,5,3,0.0,1.1764705882352942,0.3,2.0
25,37,98.03,zoo,thematic,animal_field,esn,15,14,0.1222222222222222,2.047244094488189,0.13333333333333333,2.2222222222222223
26,38,73.27,zoo,thematic,animal_field,esn,11,12,0.393939393939394,1.811764705882353,0.21818181818181817,2.057142857142857
27,40,86.19,zoo,thematic,animal_field,esn,12,9,0.125,2.0476190476190474,0.13636363636363635,3.1666666666666665
28,41,80.06,zoo,thematic,animal_field,esn,27,39,0.3893004115226338,2.0586319218241043,0.1111111111111111,2.5925925925925926
29,42,79.0,zoo,thematic,animal_field,esn,14,19,0.520408163265306,1.7419354838709677,0.2087912087912088,3.1904761904761907
30,43,106.08,zoo,thematic,animal_field,esn,20,13,0.11666666666666667,1.8461538461538463,0.06842105263157895,2.566666666666667
31,44,64.16,zoo,thematic,animal_field,esn,18,22,0.3796296296296296,2.2386363636363638,0.1437908496732026,2.2962962962962963
32,45,92.01,zoo,thematic,animal_field,esn,12,8,0.25,1.2272727272727273,0.12121212121212122,2.0
33,46,94.28,zoo,thematic,animal_field,esn,15,18,0.43206349206349215,1.5238095238095237,0.17142857142857143,2.2666666666666666
34,47,68.15,zoo,thematic,animal_field,esn,13,10,0.05128205128205128,2.058252427184466,0.1282051282051282,2.604651162790698
35,48,65.28,zoo,thematic,animal_field,esn,14,21,0.5214285714285715,2.0,0.23076923076923078,2.857142857142857
36,49,65.28,zoo,thematic,animal_field,esn,16,12,0.11249999999999999,1.7962962962962963,0.1,2.037037037037037
0,7,92.3,grocery,thematic,food_field,nrw,25,35,0.016,2.944,0.11666666666666667,2.8
1,8,75.18,grocery,thematic,food_field,nrw,23,24,0.05797101449275363,4.086956521739131,0.09486166007905138,2.0869565217391304
2,9,89.02,grocery,thematic,food_field,nrw,23,30,0.0,3.7504725897920603,0.11857707509881422,2.608695652173913
3,10,64.24,grocery,thematic,food_field,nrw,24,26,0.0,4.527777777777778,0.09420289855072464,2.1666666666666665
4,11,76.15,grocery,thematic,food_field,nrw,26,29,0.0,4.576923076923077,0.08923076923076922,2.230769230769231
5,12,74.28,grocery,thematic,food_field,nrw,12,15,0.15277777777777776,2.2222222222222223,0.22727272727272727,2.5
6,13,60.12,grocery,thematic,food_field,nrw,17,22,0.0980392156862745,2.6920415224913494,0.16176470588235295,2.588235294117647
7,14,96.3,grocery,thematic,food_field,nrw,27,33,0.0,3.6598079561042525,0.09401709401709402,2.4444444444444446
8,15,95.22,grocery,thematic,food_field,nrw,41,40,0.0,7.072832369942197,0.04878048780487805,1.951219512195122
9,18,82.27,grocery,thematic,food_field,nrw,19,19,0.0,5.462603878116344,0.1111111111111111,2.0
10,19,84.25,grocery,thematic,food_field,nrw,20,25,0.075,3.065,0.13157894736842105,2.5
11,20,68.1,grocery,thematic,food_field,nrw,11,14,0.09090909090909091,2.0661157024793386,0.2545454545454545,2.5454545454545454
12,21,74.26,grocery,thematic,food_field,nrw,19,23,0.0,4.160664819944598,0.13450292397660818,2.4210526315789473
13,22,84.1,grocery,thematic,food_field,nrw,17,24,0.0,2.602076124567474,0.17647058823529413,2.823529411764706
14,23,71.03,grocery,thematic,food_field,nrw,26,32,0.02564102564102564,3.2928994082840237,0.09846153846153846,2.4615384615384617
15,24,102.17,grocery,thematic,food_field,nrw,22,27,0.034848484848484844,3.15702479338843,0.11688311688311688,2.4545454545454546
16,25,64.18,grocery,thematic,food_field,nrw,6,4,0.0,0.8888888888888888,0.26666666666666666,1.3333333333333333
17,26,80.01,grocery,thematic,food_field,nrw,11,12,0.19090909090909092,2.3140495867768593,0.21818181818181817,2.1818181818181817
18,28,68.21,grocery,thematic,food_field,nrw,13,14,0.11538461538461539,2.8875739644970415,0.1794871794871795,2.1538461538461537
19,29,98.09,grocery,thematic,food_field,nrw,22,25,0.0,3.520661157024793,0.10822510822510822,2.272727272727273
20,30,81.17,grocery,thematic,food_field,nrw,25,26,0.0,5.4432,0.08666666666666667,2.08
21,31,106.28,grocery,thematic,food_field,nrw,19,29,0.07894736842105263,2.5761772853185594,0.1695906432748538,3.0526315789473686
22,32,77.05,grocery,thematic,food_field,nrw,10,16,0.21000000000000002,1.6,0.35555555555555557,3.2
23,35,98.17,grocery,thematic,food_field,nrw,25,28,0.0,4.3296,0.09333333333333334,2.24
24,36,66.19,grocery,thematic,food_field,nrw,12,19,0.5166666666666666,2.375,0.2878787878787879,3.1666666666666665
25,37,98.03,grocery,thematic,food_field,nrw,17,19,0.08823529411764706,3.4394463667820068,0.13970588235294118,2.235294117647059
26,38,73.27,grocery,thematic,food_field,nrw,7,6,0.0,2.0408163265306123,0.2857142857142857,1.7142857142857142
27,40,86.19,grocery,thematic,food_field,nrw,31,45,0.12081413210445469,3.117585848074922,0.0967741935483871,2.903225806451613
28,41,80.06,grocery,thematic,food_field,nrw,23,26,0.0,3.610586011342155,0.10276679841897234,2.260869565217391
29,42,79.0,grocery,thematic,food_field,nrw,20,20,0.06666666666666668,4.375,0.10526315789473684,2.0
30,43,106.08,grocery,thematic,food_field,nrw,33,41,0.043434343434343436,5.38475665748393,0.07765151515151515,2.484848484848485
31,44,64.16,grocery,thematic,food_field,nrw,31,33,0.0,4.761706555671176,0.07096774193548387,2.129032258064516
32,45,92.01,grocery,thematic,food_field,nrw,22,29,0.05757575757575757,3.0826446280991737,0.12554112554112554,2.6363636363636362
33,46,94.28,grocery,thematic,food_field,nrw,18,20,0.0,3.7962962962962963,0.13071895424836602,2.2222222222222223
34,47,68.15,grocery,thematic,food_field,nrw,30,35,0.06777777777777777,4.9511111111111115,0.08045977011494253,2.3333333333333335
35,48,65.28,grocery,thematic,food_field,nrw,12,15,0.20555555555555557,2.1666666666666665,0.22727272727272727,2.5
36,49,65.28,grocery,thematic,food_field,nrw,11,10,0.0,3.0082644628099175,0.18181818181818182,1.8181818181818181
0,7,92.3,grocery,thematic,food_field,u-invite,25,35,0.016,2.944,0.11666666666666667,2.8
1,8,75.18,grocery,thematic,food_field,u-invite,23,23,0.0,4.113421550094518,0.09090909090909091,2.0434782608695654
2,9,89.02,grocery,thematic,food_field,u-invite,23,30,0.0,3.7504725897920603,0.11857707509881422,2.608695652173913
3,10,64.24,grocery,thematic,food_field,u-invite,24,26,0.0,4.527777777777778,0.09420289855072464,2.1666666666666665
4,11,76.15,grocery,thematic,food_field,u-invite,26,29,0.0,4.576923076923077,0.08923076923076922,2.230769230769231
5,12,74.28,grocery,thematic,food_field,u-invite,12,15,0.20833333333333334,2.263888888888889,0.22727272727272727,2.5
6,13,60.12,grocery,thematic,food_field,u-invite,17,22,0.0980392156862745,2.6920415224913494,0.16176470588235295,2.588235294117647
7,14,96.3,grocery,thematic,food_field,u-invite,27,34,0.04938271604938272,3.6378600823045266,0.09686609686609686,2.4814814814814814
8,15,95.22,grocery,thematic,food_field,u-invite,41,40,0.0,7.072832369942197,0.04878048780487805,1.951219512195122
9,18,82.27,grocery,thematic,food_field,u-invite,19,20,0.07894736842105263,5.407202216066482,0.11695906432748537,2.0526315789473686
10,19,84.25,grocery,thematic,food_field,u-invite,20,25,0.075,3.065,0.13157894736842105,2.5
11,20,68.1,grocery,thematic,food_field,u-invite,11,12,0.0,2.1322314049586777,0.21818181818181817,2.3636363636363638
12,21,74.26,grocery,thematic,food_field,u-invite,19,23,0.0,4.160664819944598,0.13450292397660818,2.4210526315789473
13,22,84.1,grocery,thematic,food_field,u-invite,17,24,0.0,2.602076124567474,0.17647058823529413,2.823529411764706
14,23,71.03,grocery,thematic,food_field,u-invite,26,32,0.02564102564102564,3.2928994082840237,0.09846153846153846,2.4615384615384617
15,24,102.17,grocery,thematic,food_field,u-invite,22,27,0.034848484848484844,3.15702479338843,0.11688311688311688,2.4545454545454546
16,25,64.18,grocery,thematic,food_field,u-invite,6,4,0.0,0.8888888888888888,0.26666666666666666,1.3333333333333333
17,26,80.01,grocery,thematic,food_field,u-invite,11,12,0.19090909090909092,2.3140495867768593,0.21818181818181817,2.1818181818181817
18,28,68.21,grocery,thematic,food_field,u-invite,13,14,0.11538461538461539,2.8875739644970415,0.1794871794871795,2.1538461538461537
19,29,98.09,grocery,thematic,food_field,u-invite,22,25,0.0,3.520661157024793,0.10822510822510822,2.272727272727273
20,30,81.17,grocery,thematic,food_field,u-invite,25,26,0.0,5.4432,0.08666666666666667,2.08
21,31,106.28,grocery,thematic,food_field,u-invite,19,29,0.07894736842105263,2.5761772853185594,0.1695906432748538,3.0526315789473686
22,32,77.05,grocery,thematic,food_field,u-invite,10,15,0.25999999999999995,1.68,0.3333333333333333,3.1
23,35,98.17,grocery,thematic,food_field,u-invite,25,28,0.0,4.3296,0.09333333333333334,2.24
24,36,66.19,grocery,thematic,food_field,u-invite,12,19,0.5166666666666666,2.375,0.2878787878787879,3.1666666666666665
25,37,98.03,grocery,thematic,food_field,u-invite,17,18,0.0,3.4671280276816607,0.1323529411764706,2.176470588235294
26,38,73.27,grocery,thematic,food_field,u-invite,7,6,0.0,2.0408163265306123,0.2857142857142857,1.7142857142857142
27,40,86.19,grocery,thematic,food_field,u-invite,31,45,0.12081413210445469,3.117585848074922,0.0967741935483871,2.903225806451613
28,41,80.06,grocery,thematic,food_field,u-invite,23,26,0.0,3.610586011342155,0.10276679841897234,2.260869565217391
29,42,79.0,grocery,thematic,food_field,u-invite,20,20,0.06666666666666668,4.375,0.10526315789473684,2.0
30,43,106.08,grocery,thematic,food_field,u-invite,33,41,0.043434343434343436,5.38475665748393,0.07765151515151515,2.484848484848485
31,44,64.16,grocery,thematic,food_field,u-invite,31,33,0.0,4.761706555671176,0.07096774193548387,2.129032258064516
32,45,92.01,grocery,thematic,food_field,u-invite,22,29,0.05757575757575757,3.0826446280991737,0.12554112554112554,2.6363636363636362
33,46,94.28,grocery,thematic,food_field,u-invite,18,19,0.0,3.9814814814814814,0.12418300653594772,2.1666666666666665
34,47,68.15,grocery,thematic,food_field,u-invite,30,35,0.06777777777777777,4.9511111111111115,0.08045977011494253,2.3333333333333335
35,48,65.28,grocery,thematic,food_field,u-invite,12,15,0.20555555555555557,2.1666666666666665,0.22727272727272727,2.5
36,49,65.28,grocery,thematic,food_field,u-invite,11,10,0.0,3.0082644628099175,0.18181818181818182,1.8181818181818181
0,7,92.3,grocery,thematic,food_field,esn,21,37,0.27354497354497354,2.209366391184573,0.1761904761904762,3.0140845070422535
1,8,75.18,grocery,thematic,food_field,esn,22,13,0.15757575757575756,1.52,0.05627705627705628,1.7647058823529411
2,9,89.02,grocery,thematic,food_field,esn,22,47,0.49312606585333857,1.5877862595419847,0.20346320346320346,3.1470588235294117
3,10,64.24,grocery,thematic,food_field,esn,23,58,0.56972049689441,1.855530474040632,0.22924901185770752,3.0985915492957745
4,11,76.15,grocery,thematic,food_field,esn,20,20,0.2799999999999999,1.9746835443037976,0.10526315789473684,2.1666666666666665
5,12,74.28,grocery,thematic,food_field,esn,11,4,0.0,0.88,0.07272727272727272,1.9428571428571428
6,13,60.12,grocery,thematic,food_field,esn,15,13,0.15555555555555553,1.7333333333333334,0.12380952380952381,2.326530612244898
7,14,96.3,grocery,thematic,food_field,esn,25,61,0.5557460317460317,2.166377816291161,0.20333333333333334,3.240506329113924
8,15,95.22,grocery,thematic,food_field,esn,37,20,0.2045045045045045,1.3868613138686132,0.03003003003003003,1.680672268907563
9,18,82.27,grocery,thematic,food_field,esn,16,10,0.15625,1.40625,0.08333333333333333,1.8148148148148149
10,19,84.25,grocery,thematic,food_field,esn,17,65,0.6846065699006875,1.4878892733564013,0.47794117647058826,4.035087719298246
11,20,68.1,grocery,thematic,food_field,esn,11,8,0.22727272727272727,1.5471698113207548,0.14545454545454545,2.0606060606060606
12,21,74.26,grocery,thematic,food_field,esn,19,5,0.0,0.5454545454545454,0.029239766081871343,1.7894736842105263
13,22,84.1,grocery,thematic,food_field,esn,12,16,0.44999999999999996,2.081967213114754,0.24242424242424243,2.782608695652174
14,23,71.03,grocery,thematic,food_field,esn,25,8,0.0,0.6938775510204082,0.02666666666666667,1.87012987012987
15,24,102.17,grocery,thematic,food_field,esn,22,36,0.39166666666666666,2.067073170731707,0.15584415584415584,2.727272727272727
16,25,64.18,grocery,thematic,food_field,esn,6,1,0.0,0.25,0.06666666666666667,1.0
17,26,80.01,grocery,thematic,food_field,esn,10,13,0.5166666666666667,1.2222222222222223,0.28888888888888886,2.3125
18,28,68.21,grocery,thematic,food_field,esn,11,12,0.506060606060606,1.1320754716981132,0.21818181818181817,2.1621621621621623
19,29,98.09,grocery,thematic,food_field,esn,20,30,0.4729870129870129,2.085889570552147,0.15789473684210525,2.5
20,30,81.17,grocery,thematic,food_field,esn,21,26,0.5216931216931217,1.313868613138686,0.12380952380952381,2.1971830985915495
21,31,106.28,grocery,thematic,food_field,esn,14,18,0.2023809523809524,2.0273972602739727,0.1978021978021978,2.923076923076923
22,32,77.05,grocery,thematic,food_field,esn,7,5,0.47619047619047616,0.7368421052631579,0.23809523809523808,2.6666666666666665
23,35,98.17,grocery,thematic,food_field,esn,20,32,0.5340476190476191,2.5850340136054424,0.16842105263157894,2.5142857142857142
24,36,66.19,grocery,thematic,food_field,esn,11,15,0.8095238095238095,1.2876712328767124,0.2727272727272727,3.0285714285714285
25,37,98.03,grocery,thematic,food_field,esn,12,6,0.125,1.2380952380952381,0.09090909090909091,1.8695652173913044
26,38,73.27,grocery,thematic,food_field,esn,6,2,0.0,0.6666666666666666,0.13333333333333333,1.4
27,40,86.19,grocery,thematic,food_field,esn,26,75,0.4425740925740926,2.0031948881789137,0.23076923076923078,3.75
28,41,80.06,grocery,thematic,food_field,esn,23,24,0.30368906455862976,1.7854077253218885,0.09486166007905138,2.2028985507246377
29,42,79.0,grocery,thematic,food_field,esn,18,21,0.3055555555555556,2.2151898734177213,0.13725490196078433,2.103448275862069
30,43,106.08,grocery,thematic,food_field,esn,30,53,0.360993080993081,2.165079365079365,0.12183908045977011,2.8125
31,44,64.16,grocery,thematic,food_field,esn,22,24,0.3140692640692641,1.8725490196078431,0.1038961038961039,2.142857142857143
32,45,92.01,grocery,thematic,food_field,esn,19,71,0.7008900456268878,1.5623268698060941,0.4152046783625731,4.095238095238095
33,46,94.28,grocery,thematic,food_field,esn,16,12,0.10416666666666666,2.2181818181818183,0.1,1.9615384615384615
34,47,68.15,grocery,thematic,food_field,esn,18,26,0.37724867724867717,2.28,0.16993464052287582,2.4615384615384617
35,48,65.28,grocery,thematic,food_field,esn,11,23,0.6781385281385282,1.4545454545454546,0.41818181818181815,3.0285714285714285
36,49,65.28,grocery,thematic,food_field,esn,8,14,0.7583333333333333,1.375,0.5,2.2666666666666666
